ACCOUNTNO,SUBNAME,SITUS,AYB,PRIMARYIMP,EXT CONDITION,INT CONDITION,TAXYEAR,SumOfRAWASSESSEDVALUE,SumOfACTUALVALUE,ATTRIBUTETYPE,ATTRIBUTESUBTYPE
R041408,"PITCHFORK, PITCHFORK TOWNHOMES FLYING G BLDG","104  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,31710,507320,VIEWS,TYPICAL OR AVERAGE
R041409,"PITCHFORK, PITCHFORK TOWNHOMES FLYING G BLDG","102  PITCHFORK DR UNIT D, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,50120,801940,VIEWS,SCENIC OR ABOVE AVERAGE
R041411,"PITCHFORK, PITCHFORK TOWNHOMES DOUBLE W BLDG","203  PITCHFORK DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,31860,509770,VIEWS,TYPICAL OR AVERAGE
R041412,"PITCHFORK, PITCHFORK TOWNHOMES DOUBLE W BLDG","201  PITCHFORK DR UNIT A2, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,31860,509770,VIEWS,TYPICAL OR AVERAGE
R041413,"PITCHFORK, PITCHFORK TOWNHOMES DOUBLE W BLDG","507  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,42370,677950,VIEWS,TYPICAL OR AVERAGE
R041414,"PITCHFORK, PITCHFORK TOWNHOMES DOUBLE W BLDG","505  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,42370,677950,VIEWS,TYPICAL OR AVERAGE
R041418,"CRESTED BUTTE (TOWN OF), ST PATRICKS TOWNHOMES","108  MAROON AVE UNIT A, CRESTED BUTTE, CO 81224",1881,1,Average,,2025,94190,1507080,VIEWS,TYPICAL OR AVERAGE
R041419,"CRESTED BUTTE (TOWN OF), ST PATRICKS TOWNHOMES","108  MAROON AVE UNIT B, CRESTED BUTTE, CO 81224",1881,1,Average,,2025,101400,1622440,VIEWS,TYPICAL OR AVERAGE
R041425,RIVER SUBDIVISION,"19326  STATE HIGHWAY 135, UPPER EAST RIVER VALLEY, CO",2024,1,Excellent,,2025,61160,978650,VIEWS,SCENIC OR ABOVE AVERAGE
R041432,WHETSTONE MOUNTAIN RANCH,"381  BAXTER CREEK LN, RIVERBEND, CO",2022,1,Excellent,,2025,173990,2767060,VIEWS,SCENIC OR ABOVE AVERAGE
R041433,WHETSTONE MOUNTAIN RANCH,"387  BAXTER CREEK LN, RIVERBEND, CO",2021,1,Excellent,,2025,256650,4099050,VIEWS,SCENIC OR ABOVE AVERAGE
R041434,BUCKHORN RANCH FILING 2A,"33  BUCKHORN WAY, SKYLAND AREA, CO 81224",2002,1,Good,Good,2025,155520,2488230,VIEWS,SCENIC OR ABOVE AVERAGE
R041436,BUCKHORN RANCH FILING 2A,"42  BUCKHORN WAY, SKYLAND AREA, CO 81224",2002,1,Good,Good,2025,143490,2295820,VIEWS,TYPICAL OR AVERAGE
R041437,BUCKHORN RANCH FILING 2A,"36  BUCKHORN WAY, SKYLAND AREA, CO 81224",2002,1,Very Good,Good,2025,171120,2737840,VIEWS,SCENIC OR ABOVE AVERAGE
R041442,BUCKHORN RANCH FILING 2A,"329 N AVION DR, SKYLAND AREA, CO 81224",2020,1,Excellent,,2025,210830,3373220,VIEWS,SCENIC OR ABOVE AVERAGE
R041444,BUCKHORN RANCH FILING 2A,"332 N AVION DR, SKYLAND AREA, CO 81224",2024,1,Excellent,,2025,58480,935700,VIEWS,SCENIC OR ABOVE AVERAGE
R041445,BUCKHORN RANCH FILING 2A,"324 N AVION DR, SKYLAND AREA, CO 81224",2006,1,Very Good,,2025,167480,2679700,VIEWS,SCENIC OR ABOVE AVERAGE
R041446,BUCKHORN RANCH FILING 2A,"312 N AVION DR, SKYLAND AREA, CO 81224",2017,1,Excellent,Excellent,2025,225570,3609110,VIEWS,SCENIC OR ABOVE AVERAGE
R041447,BUCKHORN RANCH FILING 2A,"292 N AVION DR, SKYLAND AREA, CO 81224",2007,1,Good,,2025,119490,1911820,VIEWS,SCENIC OR ABOVE AVERAGE
R041451,WEST MARBLE,"119 W STATE ST, MARBLE, CO 81623",1985,1,Average,,2025,19570,313190,VIEWS,TYPICAL OR AVERAGE
R041456,VILLAS AT MT CRESTED BUTTE PHASE II,"131  SNOWMASS RD, MT CRESTED BUTTE, CO 81225",2000,1,Good,,2025,111240,1779910,VIEWS,SCENIC OR ABOVE AVERAGE
R041460,"CRESTED BUTTE SOUTH F 1,2,3,4","49  GILLASPEY AVE, CRESTED BUTTE SOUTH, CO",2001,1,Average,,2025,391990,1451820,VIEWS,PANORAMIC OR OUTSTANDING
R041461,"CRESTED BUTTE SOUTH F 1,2,3,4","104  ANDERSON DR, CRESTED BUTTE SOUTH, CO 81224",2021,1,Excellent,,2025,106830,1709390,VIEWS,SCENIC OR ABOVE AVERAGE
R041463,GUNNISON HEIGHTS SUBD,"56  BUENA VISTA DR, GUNNISON, CO 81230",1996,1,Average,,2025,37890,606110,VIEWS,PANORAMIC OR OUTSTANDING
R041466,L> (L LAZY V) SUBDIVISION,"44707  US HIGHWAY 50, TOMICHI CREEK, CO",2002,1,Average,,2025,43270,692240,VIEWS,SCENIC OR ABOVE AVERAGE
R041468,"CRESTED BUTTE SOUTH F 1,2,3,4","65  GLORIA PL, CRESTED BUTTE SOUTH, CO",2006,1,Average,,2025,71430,1142890,VIEWS,TYPICAL OR AVERAGE
R041470,SKYLAND INITIAL & 2ND FILINGS,"11  VISTA CT, SKYLAND AREA, CO 81224",2000,1,Average,Good,2025,195790,3132690,VIEWS,SCENIC OR ABOVE AVERAGE
R041473,FAIRWAY PARK AT SKYLAND PHASE 2,"8  ACE CT, SKYLAND AREA, CO",2017,1,Very Good,,2025,149560,2392930,VIEWS,SCENIC OR ABOVE AVERAGE
R041474,FAIRWAY PARK AT SKYLAND PHASE 2,"14  ACE CT, SKYLAND AREA, CO",2017,1,Very Good,,2025,148930,2382990,VIEWS,SCENIC OR ABOVE AVERAGE
R041475,FAIRWAY PARK AT SKYLAND PHASE 2,"20  ACE CT, SKYLAND AREA, CO",2017,1,Very Good,,2025,149560,2392930,VIEWS,SCENIC OR ABOVE AVERAGE
R041476,FAIRWAY PARK AT SKYLAND PHASE 2,"26  ACE CT, SKYLAND AREA, CO",2017,1,Very Good,,2025,148930,2382990,VIEWS,SCENIC OR ABOVE AVERAGE
R041477,FAIRWAY PARK AT SKYLAND PHASE 2,"32  ACE CT, SKYLAND AREA, CO",2017,1,Very Good,,2025,149560,2392930,VIEWS,SCENIC OR ABOVE AVERAGE
R041478,FAIRWAY PARK AT SKYLAND PHASE 2,"38  ACE CT, SKYLAND AREA, CO",2017,1,Very Good,,2025,148930,2382990,VIEWS,SCENIC OR ABOVE AVERAGE
R041480,MESA VALLEY SUBDIVISION,"27251  STATE HIGHWAY 149, IOLA - NINE MILE, CO",1996,1,Average,,2025,25400,406460,VIEWS,SCENIC OR ABOVE AVERAGE
R041481,MESA VALLEY SUBDIVISION,"27001  STATE HIGHWAY 149, IOLA - NINE MILE, CO",2001,1,Average,,2025,39670,634710,VIEWS,SCENIC OR ABOVE AVERAGE
R041496,ROCK CREEK VILLAGE,"1412  ROCK CREEK RD, GUNNISON, CO 81230",2001,1,Average,,2025,18550,296760,VIEWS,TYPICAL OR AVERAGE
R041497,ROCK CREEK VILLAGE,"1410  ROCK CREEK RD, GUNNISON, CO 81230",2001,1,Average,Average,2025,18930,302840,VIEWS,TYPICAL OR AVERAGE
R041498,ROCK CREEK VILLAGE,"1416  ROCK CREEK RD, GUNNISON, CO 81230",2002,1,Average,Average,2025,14240,227720,VIEWS,TYPICAL OR AVERAGE
R041500,ROCK CREEK VILLAGE,"1408  ROCK CREEK RD, GUNNISON, CO",2001,1,Average,Average,2025,15490,247810,VIEWS,TYPICAL OR AVERAGE
R041501,ROCK CREEK VILLAGE,"1406  ROCK CREEK RD, GUNNISON, CO 81230",2002,1,Average,Average,2025,17050,272750,VIEWS,TYPICAL OR AVERAGE
R041502,ROCK CREEK VILLAGE,"1420  ROCK CREEK RD, GUNNISON, CO 81230",2002,1,Average,,2025,15600,249470,VIEWS,TYPICAL OR AVERAGE
R041504,ROCK CREEK VILLAGE,"1404  ROCK CREEK RD, GUNNISON, CO 81230",2002,1,Average,Average,2025,17860,285670,VIEWS,TYPICAL OR AVERAGE
R041505,ROCK CREEK VILLAGE,"1402  ROCK CREEK RD, GUNNISON, CO 81230",2002,1,Average,,2025,15260,244090,VIEWS,TYPICAL OR AVERAGE
R041506,CURECANTI TOWNHOMES,"18  BAMBI LN, GUNNISON, CO 81230",2002,1,Average,,2025,33830,541370,VIEWS,TYPICAL OR AVERAGE
R041508,CURECANTI TOWNHOMES,"88  BAMBI LN, GUNNISON, CO 81230",2003,1,Average,,2025,33980,543640,VIEWS,TYPICAL OR AVERAGE
R041509,CURECANTI TOWNHOMES,"82  BAMBI LN, GUNNISON, CO 81230",2003,1,Average,,2025,33980,543640,VIEWS,TYPICAL OR AVERAGE
R041510,CURECANTI TOWNHOMES,"74  BAMBI LN, GUNNISON, CO 81230",2005,1,Average,,2025,34300,548890,VIEWS,TYPICAL OR AVERAGE
R041511,CURECANTI TOWNHOMES,"68  BAMBI LN, GUNNISON, CO 81230",2005,1,Average,,2025,34300,548890,VIEWS,TYPICAL OR AVERAGE
R041513,CURECANTI TOWNHOMES,"50  BAMBI LN, GUNNISON, CO 81230",2005,1,Good,,2025,35510,568190,VIEWS,TYPICAL OR AVERAGE
R041514,CURECANTI TOWNHOMES,"42  BAMBI LN, GUNNISON, CO 81230",2005,1,Average,,2025,34300,548890,VIEWS,TYPICAL OR AVERAGE
R041515,CURECANTI TOWNHOMES,"36  BAMBI LN, GUNNISON, CO 81230",2005,1,Average,,2025,31890,510290,VIEWS,TYPICAL OR AVERAGE
R041516,CURECANTI TOWNHOMES,"28  BAMBI LN, GUNNISON, CO 81230",2005,1,Average,,2025,34300,548890,VIEWS,TYPICAL OR AVERAGE
R041518,CURECANTI TOWNHOMES,"57  BAMBI LN, GUNNISON, CO 81230",2006,1,Average,,2025,34500,551950,VIEWS,TYPICAL OR AVERAGE
R041520,CURECANTI TOWNHOMES,"73  BAMBI LN, GUNNISON, CO 81230",2006,1,Average,,2025,34500,551950,VIEWS,TYPICAL OR AVERAGE
R041521,CURECANTI TOWNHOMES,"79  BAMBI LN, GUNNISON, CO 81230",2006,1,Average,,2025,34500,551950,VIEWS,TYPICAL OR AVERAGE
R041524,CURECANTI TOWNHOMES,"102  BAMBI LN, GUNNISON, CO 81230",2005,1,Average,,2025,34300,548890,VIEWS,TYPICAL OR AVERAGE
R041526,CURECANTI TOWNHOMES,"92  BAMBI LN, GUNNISON, CO 81230",2003,1,Average,,2025,33980,543640,VIEWS,TYPICAL OR AVERAGE
R041546,SHULTZ SUBDIVISION,"999  COUNTY ROAD 20 A, STEUBEN CREEK, CO",2004,1,Average,,2025,49320,789250,VIEWS,SCENIC OR ABOVE AVERAGE
R041548,SHULTZ SUBDIVISION,"1166  COUNTY ROAD 20, STEUBEN CREEK, CO",2005,1,Average,,2025,32310,517020,VIEWS,TYPICAL OR AVERAGE
R041549,SHULTZ SUBDIVISION,"995  COUNTY ROAD 20A, STEUBEN CREEK, CO 81230",2006,1,Average,,2025,63060,1008860,VIEWS,SCENIC OR ABOVE AVERAGE
R041554,"CRESTED BUTTE SOUTH F 1,2,3,4","1674  BRYANT AVE, CRESTED BUTTE SOUTH, CO 81224",2004,1,Very Good,Very Good,2025,100310,1604990,VIEWS,SCENIC OR ABOVE AVERAGE
R041567,"CRESTED BUTTE (TOWN OF), STELLBERGER TOWNHOME TRACTS","727  ELK AVE UNIT A, CRESTED BUTTE, CO 81224",1970,1,Average,,2025,92050,1472800,VIEWS,TYPICAL OR AVERAGE
R041568,"CRESTED BUTTE (TOWN OF), STELLBERGER TOWNHOME TRACTS","731  ELK AVE, CRESTED BUTTE, CO 81224",1980,1,Average,,2025,87100,1393610,VIEWS,TYPICAL OR AVERAGE
R041581,"LINKS AT SKYLAND, THE LINKS VILLAS PH V, SKYLAND INITIAL & 2ND FILINGS","22  LINKS LN, SKYLAND AREA, CO 81224",1995,1,Good,,2025,99270,1588220,VIEWS,SCENIC OR ABOVE AVERAGE
R041582,"LINKS AT SKYLAND, THE LINKS VILLAS PH V, SKYLAND INITIAL & 2ND FILINGS","24  LINKS LN, SKYLAND AREA, CO 81224",1995,1,Good,,2025,98220,1571490,VIEWS,SCENIC OR ABOVE AVERAGE
R041583,"LINKS AT SKYLAND, THE LINKS VILLAS PH V, SKYLAND INITIAL & 2ND FILINGS","26  LINKS LN, SKYLAND AREA, CO 81224",1995,1,Good,,2025,98220,1571490,VIEWS,TYPICAL OR AVERAGE
R041584,"LINKS AT SKYLAND, THE LINKS VILLAS PH V, SKYLAND INITIAL & 2ND FILINGS","28  LINKS LN, SKYLAND AREA, CO 81224",1995,1,Good,,2025,100400,1606450,VIEWS,TYPICAL OR AVERAGE
R041607,TOMICHI CREEK PRESERVE,"17  RED TAIL LN, GOLD BASIN AREA, CO",2019,1,Excellent,Excellent,2025,92530,1477730,VIEWS,TYPICAL OR AVERAGE
R041610,TOMICHI CREEK PRESERVE,"480  RED TAIL LN, HARTMAN ROCKS AREA, CO",2014,1,Excellent,Excellent,2025,55240,878450,VIEWS,SCENIC OR ABOVE AVERAGE
R041889,"PITCHFORK, PITCHFORK TOWNHOMES LITTLE ANNIE BLDG","110  BIG SKY DR, MT CRESTED BUTTE, CO 81225",2002,1,Average,,2025,54450,871220,VIEWS,TYPICAL OR AVERAGE
R041890,"PITCHFORK, PITCHFORK TOWNHOMES LITTLE ANNIE BLDG","112  BIG SKY DR, MT CRESTED BUTTE, CO 81225",2002,1,Average,,2025,50330,805290,VIEWS,TYPICAL OR AVERAGE
R041891,"PITCHFORK, PITCHFORK TOWNHOMES LITTLE ANNIE BLDG","114  BIG SKY DR UNIT A, MT CRESTED BUTTE, CO 81225",2002,1,Average,,2025,54450,871220,VIEWS,TYPICAL OR AVERAGE
R041897,FOREST QUEEN TOWNHOME TRACTS,"311  SECOND ST, CRESTED BUTTE, CO 81224",1882,1,Average,,2025,83590,1337510,VIEWS,TYPICAL OR AVERAGE
R041898,FOREST QUEEN TOWNHOME TRACTS,"129  ELK AVE, CRESTED BUTTE, CO 81224",1882,1,Average,Average,2025,488240,1941950,VIEWS,TYPICAL OR AVERAGE
R041902,"RAINBOW MEADOWS ESTATES, RAINBOW MEADOWS TOWNHOMES PUD","305 N 3RD ST, GUNNISON, CO 81230",2001,1,Average,,2025,27040,432630,VIEWS,TYPICAL OR AVERAGE
R041949,SPRING CREEK RESORT DEVELOPMENT,"679  COUNTY ROAD 54, SPRING CREEK, CO",2005,1,Average,,2025,87230,1395650,VIEWS,TYPICAL OR AVERAGE
R041956,"CRESTED BUTTE SOUTH F 1,2,3,4","82  JANET PL, CRESTED BUTTE SOUTH, CO",2019,1,Good,,2025,57950,927240,VIEWS,SCENIC OR ABOVE AVERAGE
R041960,"CRESTED BUTTE SOUTH F 1,2,3,4","156  BRACKENBURY ST, CRESTED BUTTE SOUTH, CO 81224",2002,1,Average,Good,2025,66160,1058530,VIEWS,TYPICAL OR AVERAGE
R041967,"CRESTED BUTTE SOUTH F 1,2,3,4","27  FOX PL, CRESTED BUTTE SOUTH, CO",2004,1,Average,,2025,71700,1147210,VIEWS,TYPICAL OR AVERAGE
R041968,"CRESTED BUTTE SOUTH F 1,2,3,4","43  FOX PL, CRESTED BUTTE SOUTH, CO",2003,1,Very Good,Very Good,2025,85600,1369510,VIEWS,SCENIC OR ABOVE AVERAGE
R041970,BLUE MESA SUBDIVISION 2,"111  ENGINEERS TRL, BLUE MESA SUBDIVISION AREA, CO 81243",2015,1,Very Good,,2025,36210,579340,VIEWS,TYPICAL OR AVERAGE
R041971,"CRESTED BUTTE SOUTH F 1,2,3,4","621  SHAVANO ST, CRESTED BUTTE SOUTH, CO",2005,1,Very Good,Very Good,2025,88660,1418570,VIEWS,TYPICAL OR AVERAGE
R041977,EAST BULL MOUNTAIN RANCH DEVELOPMENT,"663  BULL MOUNTAIN RD, MCCLURE PASS AREA, CO",2022,1,Excellent,,2025,60430,960610,VIEWS,PANORAMIC OR OUTSTANDING
R041980,"CRESTED BUTTE SOUTH F 1,2,3,4","399  ZELIGMAN ST, CRESTED BUTTE SOUTH, CO 81224",2005,1,Average,,2025,67950,1087220,VIEWS,TYPICAL OR AVERAGE
R041986,"PITCHFORK, PITCHFORK TOWNHOMES MIGHTY J BLDG","508  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,51380,822080,VIEWS,SCENIC OR ABOVE AVERAGE
R041989,"PITCHFORK, PITCHFORK TOWNHOMES MIGHTY J BLDG","502  HORSESHOE DR, MT CRESTED BUTTE, CO 81225",2001,1,Average,,2025,51420,822710,VIEWS,SCENIC OR ABOVE AVERAGE
R041992,PROSPECT AT MT CB PHASE 1,"2  PTARMIGAN CT, MT CRESTED BUTTE, CO 81225",2005,1,Average,,2025,329650,5274390,VIEWS,SCENIC OR ABOVE AVERAGE
R041995,PROSPECT AT MT CB PHASE 1,"24  KOKANEE LN, MT CRESTED BUTTE, CO 81225",2004,1,Average,,2025,467720,7483460,VIEWS,SCENIC OR ABOVE AVERAGE
R041997,PROSPECT AT MT CB PHASE 1,"28  KOKANEE LN, MT CRESTED BUTTE, CO 81225",2006,1,Good,Good,2025,430490,6887880,VIEWS,PANORAMIC OR OUTSTANDING
R041998,PROSPECT AT MT CB PHASE 1,"25  WALKING DEER LN, MT CRESTED BUTTE, CO 81225",2004,1,Good,Very Good,2025,423070,6769050,VIEWS,PANORAMIC OR OUTSTANDING
R042002,PROSPECT AT MT CB PHASE 1,"17  WALKING DEER LN, MT CRESTED BUTTE, CO 81225",2019,1,Very Good,Excellent,2025,307810,4924880,VIEWS,SCENIC OR ABOVE AVERAGE
R042005,PROSPECT AT MT CB PHASE 1,"301  PROSPECT DR, MT CRESTED BUTTE, CO 81225",2024,1,Excellent,,2025,68780,1100390,VIEWS,SCENIC OR ABOVE AVERAGE
R042007,PROSPECT AT MT CB PHASE 1,"16  WALKING DEER LN, MT CRESTED BUTTE, CO 81225",2014,1,Excellent,Very Good,2025,400690,6410940,VIEWS,SCENIC OR ABOVE AVERAGE
R042008,PROSPECT AT MT CB PHASE 1,"18  WALKING DEER LN, MT CRESTED BUTTE, CO 81225",2022,1,Excellent,,2025,375220,6003370,VIEWS,SCENIC OR ABOVE AVERAGE
R042009,PROSPECT AT MT CB PHASE 1,"20  WALKING DEER LN, MT CRESTED BUTTE, CO 81225",2011,1,Very Good,Very Good,2025,346770,5548270,VIEWS,SCENIC OR ABOVE AVERAGE
R042010,PROSPECT AT MT CB PHASE 1,"23  KOKANEE LN, MT CRESTED BUTTE, CO 81225",2004,1,Good,,2025,531710,8507300,VIEWS,SCENIC OR ABOVE AVERAGE
R042012,PROSPECT AT MT CB PHASE 1,"19  KOKANEE LN, MT CRESTED BUTTE, CO 81225",2012,1,Very Good,,2025,489840,7837550,VIEWS,PANORAMIC OR OUTSTANDING
R042013,PROSPECT AT MT CB PHASE 1,"17  KOKANEE LN, MT CRESTED BUTTE, CO 81225",2021,1,Excellent,,2025,412280,6596570,VIEWS,PANORAMIC OR OUTSTANDING
R042015,PROSPECT AT MT CB PHASE 1,"13  KOKANEE LN, MT CRESTED BUTTE, CO 81225",2012,1,Very Good,,2025,480230,7683710,VIEWS,PANORAMIC OR OUTSTANDING
R042021,PROSPECT AT MT CB PHASE 1,"18  KOKANEE LN, MT CRESTED BUTTE, CO 81225",2017,1,Very Good,Excellent,2025,431890,6910280,VIEWS,SCENIC OR ABOVE AVERAGE
R042023,PROSPECT AT MT CB PHASE 1,"22  KOKANEE LN, MT CRESTED BUTTE, CO 81225",2021,1,Excellent,Excellent,2025,450420,7206570,VIEWS,PANORAMIC OR OUTSTANDING
R042024,PROSPECT AT MT CB PHASE 1,"3  PORCUPINE CT, MT CRESTED BUTTE, CO 81225",2018,1,Excellent,Excellent,2025,318590,5097380,VIEWS,SCENIC OR ABOVE AVERAGE
R042026,PROSPECT AT MT CB PHASE 1,"306  PROSPECT DR, MT CRESTED BUTTE, CO 81225",2022,1,Excellent,,2025,259380,4150100,VIEWS,SCENIC OR ABOVE AVERAGE
R042028,PROSPECT AT MT CB PHASE 1,"6  PORCUPINE CT, MT CRESTED BUTTE, CO 81225",2016,1,Very Good,Excellent,2025,476150,7618330,VIEWS,TYPICAL OR AVERAGE
R042031,PROSPECT AT MT CB PHASE 1,", MT CRESTED BUTTE, CO 81225",2000,1,Average,,2025,3440,12750,VIEWS,SCENIC OR ABOVE AVERAGE
R042036,TIMBERLAND SUBDIVISION (MT CB),"99  ANTHRACITE DR, MT CRESTED BUTTE, CO 81225",2007,1,Good,,2025,146350,2341520,VIEWS,PANORAMIC OR OUTSTANDING
R042038,"CHALET VILLAGE ADDN 3 (MT CB), WILLOW CREEK TOWNHOMES","19  CASTLE RD UNIT 1, MT CRESTED BUTTE, CO 81225",2000,1,Average,,2025,75150,1202310,VIEWS,TYPICAL OR AVERAGE
R042039,"CHALET VILLAGE ADDN 3 (MT CB), WILLOW CREEK TOWNHOMES","19  CASTLE RD, MT CRESTED BUTTE, CO 81225",2000,1,Average,,2025,40260,644160,VIEWS,TYPICAL OR AVERAGE
R042041,"CHALET VILLAGE ADDN 3 (MT CB), WILLOW CREEK TOWNHOMES","19  CASTLE RD, MT CRESTED BUTTE, CO 81225",2000,1,Average,,2025,46600,745650,VIEWS,SCENIC OR ABOVE AVERAGE
R042042,"CHALET VILLAGE ADDN 3 (MT CB), WILLOW CREEK TOWNHOMES","19  CASTLE RD UNIT 5, MT CRESTED BUTTE, CO 81225",2000,1,Average,,2025,79710,1275280,VIEWS,SCENIC OR ABOVE AVERAGE
R042055,RANCHES AT OHIO CREEK,"189  STILLWATER LN, OHIO CREEK VALLEY, CO",2013,1,Excellent,Excellent,2025,108470,1688790,VIEWS,PANORAMIC OR OUTSTANDING
R042056,RANCHES AT OHIO CREEK,"568  STILLWATER LN, OHIO CREEK VALLEY, CO",2007,1,Average,,2025,69380,1065940,VIEWS,SCENIC OR ABOVE AVERAGE
R042057,RANCHES AT OHIO CREEK,"397  STILLWATER LN, OHIO CREEK VALLEY, CO",2010,1,Excellent,Excellent,2025,42650,638170,VIEWS,PANORAMIC OR OUTSTANDING
R042059,RANCHES AT OHIO CREEK,"132  STILLWATER LN, OHIO CREEK VALLEY, CO",2016,1,Excellent,Excellent,2025,112480,1523570,VIEWS,TYPICAL OR AVERAGE
R042064,"PAR LANE TOWNHOMES, SKYLAND INITIAL & 2ND FILINGS","374  PAR LN, SKYLAND AREA, CO 81224",2001,1,Very Good,,2025,145730,2331570,VIEWS,SCENIC OR ABOVE AVERAGE
R042065,"PAR LANE TOWNHOMES, SKYLAND INITIAL & 2ND FILINGS","346  PAR LN, SKYLAND AREA, CO 81224",2001,1,Very Good,,2025,141800,2268810,VIEWS,SCENIC OR ABOVE AVERAGE
R042066,"CRESTED BUTTE SOUTH F 1,2,3,4","955  CASCADILLA ST, CRESTED BUTTE SOUTH, CO 81224",2003,1,Average,,2025,84260,1348240,VIEWS,SCENIC OR ABOVE AVERAGE
R042068,"CRESTED BUTTE SOUTH F 1,2,3,4","27  CASCADILLA ST, CRESTED BUTTE SOUTH, CO 81224",2002,1,Average,,2025,58340,933400,VIEWS,SCENIC OR ABOVE AVERAGE
R042085,EAST BULL MOUNTAIN RANCH DEVELOPMENT,"1676  BULL MOUNTAIN RD, MCCLURE PASS AREA, CO",2006,1,Good,Average,2025,30410,480110,VIEWS,SCENIC OR ABOVE AVERAGE
R042087,EAST BULL MOUNTAIN RANCH DEVELOPMENT,"1591  BULL MOUNTAIN RD, MCCLURE PASS AREA, CO",2007,1,Good,Average,2025,22200,347030,VIEWS,SCENIC OR ABOVE AVERAGE
R042113,PARADISE PARK SUBDIVISION,"17  NINTH ST, CRESTED BUTTE, CO 81224",2007,1,Good,Good,2025,86300,1380880,VIEWS,SCENIC OR ABOVE AVERAGE
R042118,PARADISE PARK SUBDIVISION,"119  NINTH ST, CRESTED BUTTE, CO 81224",2004,1,Average,Good,2025,50750,811950,VIEWS,SCENIC OR ABOVE AVERAGE
R042126,PARADISE PARK SUBDIVISION,"819  TEOCALLI AVE, CRESTED BUTTE, CO",2019,1,Excellent,Excellent,2025,83380,1333980,VIEWS,TYPICAL OR AVERAGE
R042130,PARADISE PARK SUBDIVISION,"812  TEOCALLI AVE, CRESTED BUTTE, CO 81224",2005,1,Average,,2025,45110,721810,VIEWS,SCENIC OR ABOVE AVERAGE
R042136,PARADISE PARK SUBDIVISION,"815  GOTHIC AVE, CRESTED BUTTE, CO",2019,1,Excellent,Excellent,2025,62360,997760,VIEWS,TYPICAL OR AVERAGE
R042147,DARIEN RIVER SUBDIVISION,"3900  COUNTY ROAD 3, CRYSTAL RIVER VALLEY, CO",2019,1,Good,Good,2025,81950,1311230,VIEWS,SCENIC OR ABOVE AVERAGE
R042151,"BECKWITH AVENUE SUBD, FREE HEEL TOWNHOMES","17  BECKWITH AVE, CRESTED BUTTE, CO 81224",2001,1,Average,Average,2025,81610,1305750,VIEWS,TYPICAL OR AVERAGE
R042153,"BECKWITH AVENUE SUBD, FREE HEEL TOWNHOMES","15  BECKWITH AVE, CRESTED BUTTE, CO 81224",2001,1,Average,,2025,82130,1314080,VIEWS,TYPICAL OR AVERAGE
R042211,"CRESTED BUTTE SOUTH F 1,2,3,4","54  HUCKEBY WAY, CRESTED BUTTE SOUTH, CO",2005,1,Average,Good,2025,67890,1086170,VIEWS,TYPICAL OR AVERAGE
R042215,VERZUH RANCH ANNEXATION,"810  SOPRIS AVE, CRESTED BUTTE, CO 81224",2003,1,Average,,2025,158210,2531370,VIEWS,TYPICAL OR AVERAGE
R042218,SILVERJACK SUBDIVISION,"1275  HAMPTON RD, CIMARRON RIVER AREA, CO 81220",2004,1,Average,Good,2025,54800,876810,VIEWS,SCENIC OR ABOVE AVERAGE
R042221,CRESTED BUTTE (TOWN OF),"512  SOPRIS AVE, CRESTED BUTTE, CO 81224",1880,1,Good,Good,2025,162050,2592650,VIEWS,TYPICAL OR AVERAGE
R042224,EAGLE RIDGE RANCH SUBD,"5688  COUNTY ROAD 730, OHIO CREEK VALLEY, CO",1980,1,Average,Average,2025,0,0,VIEWS,TYPICAL OR AVERAGE
R042225,"CRESTED BUTTE SOUTH F 1,2,3,4","299  CISNEROS LN, CRESTED BUTTE SOUTH, CO 81224",2005,1,Average,Good,2025,76430,1222950,VIEWS,SCENIC OR ABOVE AVERAGE
R042226,CRESTED BUTTE (TOWN OF),"611  FOURTH ST, CRESTED BUTTE, CO",1998,1,Average,Average,2025,97560,717850,VIEWS,TYPICAL OR AVERAGE
R042227,"VERZUH PEAK TOWNHOMES, VERZUH RANCH ANNEXATION","712  NINTH ST, CRESTED BUTTE, CO 81224",2002,1,Average,,2025,94570,1513090,VIEWS,TYPICAL OR AVERAGE
R042228,"VERZUH PEAK TOWNHOMES, VERZUH RANCH ANNEXATION","710  NINTH ST, CRESTED BUTTE, CO 81224",2002,1,Average,,2025,103080,1649180,VIEWS,SCENIC OR ABOVE AVERAGE
R042238,BUCKHORN RANCH FILING 2A,"15  BUCKHORN WAY, SKYLAND AREA, CO 81224",2004,1,Average,Good,2025,146440,2342940,VIEWS,SCENIC OR ABOVE AVERAGE
R042239,"7TH AND TEOCALLI TOWNHOMES, CRESTED BUTTE (TOWN OF)","15  SEVENTH ST, CRESTED BUTTE, CO 81224",2003,1,Good,,2025,82070,1313050,VIEWS,TYPICAL OR AVERAGE
